ls tbd;LS;ES;MS
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;N1;Rem;Rem
Rem;N1;Rem;Rem
Rem;N2;Rem;N2
Rem;N2;Rem;N2
Rem;N2;Rem;N2
Rem;N2;Rem;N2
Rem;N2;Rem;N2
Rem;N2;Rem;N2
Rem;N2;Rem;N2
Rem;N2;Rem;N2
Rem;N2;Rem;N2
Rem;N2;Rem;N2
Rem;N2;Rem;N2
Rem;N2;Rem;N2
Rem;N2;Rem;N2
Wake;N2;Wake;N1
N1;N2;N1;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;Wake;N2;N1
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
Wake;Wake;Wake;Wake
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;Wake;N2;N2
N2;Wake;N2;N2
N2;Wake;N2;N2
Wake;Wake;Wake;Wake
Wake;Wake;Wake;Wake
N1;N1;N1;N2
N1;N2;N1;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;Wake;N2;N1
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
Rem;N2;Rem;N2
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
N1;Wake;N1;N1
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
N1;N1;N1;N1
N1;Rem;N1;N2
Rem;Rem;Rem;N2
Rem;Rem;Rem;N2
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;N2
Rem;Rem;Rem;N2
Rem;Rem;Rem;N2
Rem;Rem;Rem;N2
Rem;Rem;Rem;N2
Rem;Rem;Rem;N2
Rem;Rem;Rem;N2
Rem;Rem;Rem;N2
Rem;Rem;Rem;N2
Rem;Rem;Rem;N2
Rem;Rem;Rem;N2
Rem;Rem;Rem;N2
Rem;Rem;Rem;N2
Rem;Rem;Rem;N2
N2;Rem;N2;N2
N2;Rem;N2;N2
N2;Rem;N2;N2
N2;Rem;N2;N2
N2;Rem;N2;N2
N2;Wake;N2;Wake
N2;N2;N2;N1
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
Wake;Wake;Wake;N1
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;Wake;N2;Wake
N2;Wake;N2;N1
N2;N2;N2;N2
N2;Wake;N2;Wake
N2;N2;N2;N1
Wake;Wake;Wake;Wake
N2;N2;N2;Wake
N2;N2;N2;Wake
N2;N2;N2;N1
N2;N2;N2;N2
N2;N2;N2;N2
Wake;Wake;Wake;Wake
Wake;N2;Wake;Wake
N1;Wake;N1;Wake
N1;N2;N1;N1
N1;N2;N1;N2
N1;N2;N1;N2
Wake;Wake;Wake;Wake
Wake;Wake;Wake;Wake
Wake;Wake;Wake;Wake
N1;N1;N1;N1
N1;N2;N1;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;N1
N2;N2;N2;N2
N2;N2;N2;N2
N2;N2;N2;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;Rem;Rem;Rem
Rem;N2;Rem;Rem
Rem;N2;Rem;Rem
Rem;N2;Rem;Rem
Rem;N2;Rem;N2
Rem;N2;Rem;N2
Wake;Wake;Wake;Wake
Wake;Wake;Wake;Wake
Wake;Wake;Wake;Wake
Wake;Wake;Wake;Wake
Wake;Wake;Wake;Wake
Wake;Wake;Wake;Wake
